Date	Last Price
4/27/17	10.36
4/26/17	10.85
4/25/17	10.76
4/24/17	10.84
4/21/17	14.63
4/20/17	14.15
4/19/17	14.93
4/18/17	14.42
4/17/17	14.66
4/13/17	15.96
4/12/17	15.77
4/11/17	15.07
4/10/17	14.05
4/7/17	12.87
4/6/17	12.39
4/5/17	12.89
4/4/17	11.79
4/3/17	12.38
3/31/17	12.37
3/30/17	11.54
3/29/17	11.42
3/28/17	11.53
3/27/17	12.5
3/24/17	12.96
3/23/17	13.12
3/22/17	12.81
3/21/17	12.47
3/20/17	11.34
3/17/17	11.28
3/16/17	11.21
3/15/17	11.63
3/14/17	12.3
3/13/17	11.35
3/10/17	11.66
3/9/17	12.3
3/8/17	11.86
3/7/17	11.45
3/6/17	11.24
3/3/17	10.96
3/2/17	11.81
3/1/17	12.54
2/28/17	12.92
2/27/17	12.09
2/24/17	11.47
2/23/17	11.71
2/22/17	11.74
2/21/17	11.57
2/17/17	11.49
2/16/17	11.76
2/15/17	11.97
2/14/17	10.74
2/13/17	11.07
2/10/17	10.85
2/9/17	10.88
2/8/17	11.45
2/7/17	11.29
2/6/17	11.37
2/3/17	10.97
2/2/17	11.93
2/1/17	11.81
1/31/17	11.99
1/30/17	11.88
1/27/17	10.58
1/26/17	10.63
1/25/17	10.81
1/24/17	11.07
1/23/17	11.77
1/20/17	11.54
1/19/17	12.78
1/18/17	12.48
1/17/17	11.87
1/13/17	11.23
1/12/17	11.54
1/11/17	11.26
1/10/17	11.49
1/9/17	11.56
1/6/17	11.32
1/5/17	11.67
1/4/17	11.85
1/3/17	12.85
12/30/16	14.04
12/29/16	13.37
12/28/16	12.95
12/27/16	11.99
12/23/16	11.44
12/22/16	11.43
12/21/16	11.27
12/20/16	11.45
12/19/16	11.71
12/16/16	12.2
12/15/16	12.79
12/14/16	13.19
12/13/16	12.72
12/12/16	12.64
12/9/16	11.75
12/8/16	12.64
12/7/16	12.22
12/6/16	11.79
12/5/16	12.14
12/2/16	14.12
12/1/16	14.07
11/30/16	13.33
11/29/16	12.9
11/28/16	13.15
11/25/16	12.34
11/23/16	12.43
11/22/16	12.41
11/21/16	12.42
11/18/16	12.85
11/17/16	13.35
11/16/16	13.72
11/15/16	13.37
11/14/16	14.48
11/11/16	14.17
11/10/16	14.74
11/9/16	14.38
11/8/16	18.74
11/7/16	18.71
11/4/16	22.51
11/3/16	22.08
11/2/16	19.32
11/1/16	18.56
10/31/16	17.06
10/28/16	16.19
10/27/16	15.36
10/26/16	14.24
10/25/16	13.46
10/24/16	13.02
10/21/16	13.34
10/20/16	13.75
10/19/16	14.41
10/18/16	15.28
10/17/16	16.21
10/14/16	16.12
10/13/16	16.69
10/12/16	15.91
10/11/16	15.36
10/10/16	13.38
10/7/16	13.48
10/6/16	12.84
10/5/16	12.99
10/4/16	13.63
10/3/16	13.57
9/30/16	13.29
9/29/16	14.02
9/28/16	12.39
9/27/16	13.1
9/26/16	14.5
9/23/16	12.29
9/22/16	12.02
9/21/16	13.3
9/20/16	15.92
9/19/16	15.53
9/16/16	15.37
9/15/16	16.3
9/14/16	18.14
9/13/16	17.85
9/12/16	15.16
9/9/16	17.5
9/8/16	12.51
9/7/16	11.94
9/6/16	12.02
9/2/16	11.98
9/1/16	13.48
8/31/16	13.42
8/30/16	13.12
8/29/16	12.94
8/26/16	13.65
8/25/16	13.63
8/24/16	13.45
8/23/16	12.38
8/22/16	12.27
8/19/16	11.34
8/18/16	11.43
8/17/16	12.19
8/16/16	12.64
8/15/16	11.81
8/12/16	11.55
8/11/16	11.68
8/10/16	12.05
